id,item_group_id,title,description,link,image_link,image_link 2,image_link 3,image_link 4,image_link 5,image_link 6,image_link 7,image_link 8,image_link 9,image_link 10,price,availability,condition,google_product_category,product_type,additional_image_link,sale_price,brand,gender,age_group,size,size_type,shipping,custom_label_0,adwords_redirect,variant_names,variant_values
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_1b739ded-6c4f-78b0-4ba2-cd2cf59fd83f,product_1b739ded-6c4f-78b0-4ba2-cd2cf59fd83f,Hand Fan - Beige Floral,"Introducing BijouCREATES Beige Floral luxury handmade fan in the Made in Freetown Collection | Series 2. This new 22” Autumn/ Winter extension to the Made in Freetown series. Designed to be integrated in any look from a casual daytime moment, and into the night for the new season. Keep yourself cool in style at busy events, whilst travelling, dancing through the night or whenever you’re out and about. 
The combination of cool and warm tones in this print, is sure to create a unique moment with the variety of styling potential. Pair with denim, for a fresh vibrant moment daytime moment, or embrace the deeper tones with a natural evening dress with the fan as an accent detail.
Embrace warmth, boss mood and Africana inspired glamour with these authentic print fans. Turn heads with this beautiful accessory. Fantastic for Christmas gifting ideas, party favours, wedding favours, home decor and a unique statement piece with an outfit. These are folding fans with can fit in your purse / bag perfectly once folded. Fans are made with a layered internal interfaced to create a sturdy long-lasting full circle when opened! 
Complete the look by pair this fan with one of our bags with a corresponding print for a final co-ord moment.

All fabrics are cut by hand, so the precise placement of prints will always be unique to every order. Larger order or Quantities available, please message directly for pricing and enquires.

FEATURES

Material: 100% cotton, wax print fabrics & Vegan Leather 
MEASUREMENT: 
Total opened length: 35 cm Folded length: 24 cm Open fan radius: 13.5 cm 
Do not machine wash, please wipe down with slightly damp cloth to clean.

SHIPPING

Your item will be made and shipped within 1 week (excluding weekends and UK public holidays or unless otherwise stated through store notification). Once ready to be shipped, you will receive an email notification so that you know to expect your package within another approximately: UK: 1-2 working days Europe: 3-8 working days USA: 5-10 working days Rest of this beautiful world: 5-12 working days Please note that these timings are Royal Mail estimates outside of peak seasons and may vary please see courier directly for updates or further information. (www.royalmail.co.uk)

SOCIALS
To see behind the scenes, keep up with the journey of the brand and learn more about BijouCREATES you can find @BijouCREATES on Instagram, Tik Tok and Facebook. I LOVE to see where my creations find homes, so please do tag @BijouCreates in your posts and stories! Please message me from any questions or enquires.",https://www.bijoucreates.co.uk/product-page/hand-fan-beige-floral,https://i.etsystatic.com/22032131/r/il/5af947/4283280482/il_fullxfull.4283280482_8cn5.jpg,https://i.etsystatic.com/22032131/r/il/8afbd2/4283280192/il_fullxfull.4283280192_9u5q.jpg,https://i.etsystatic.com/22032131/r/il/41151b/4330673705/il_fullxfull.4330673705_cev6.jpg,https://i.etsystatic.com/22032131/r/il/998c57/4330673743/il_fullxfull.4330673743_5h9m.jpg,https://i.etsystatic.com/22032131/r/il/7920d6/4330673629/il_fullxfull.4330673629_ncyg.jpg,https://i.etsystatic.com/22032131/r/il/f12da8/4283280502/il_fullxfull.4283280502_78rt.jpg,,,,,15,In Stock,New,,,,,BijouCREATES,,,,,,"<p>&nbsp;Delivery Customs and import taxes</p>

<p>Buyers are responsible for any customs and import taxes that may apply. Sellers aren't responsible for delays due to customs.</p>

<p>Returns &amp; exchanges</p>

<p>I gladly accept returns and exchanges Just contact me within: 14 days of delivery Dispatch returns back to me within: 28&nbsp;days of delivery I don't accept cancellations But please contact me if you have any problems with your order.</p>

<p>The following items can't be returned or exchanged Because of the nature of these items, unless they arrive damaged or defective, I can't accept returns for: Custom or personalised orders Perishable products (like food or flowers) Digital downloads Intimate items (for health/hygiene reasons)</p>

<p>Conditions of return</p>

<p>Buyers are responsible for return postage costs. If the item is not returned in its original condition, the buyer is responsible for any loss in value.</p>
",,,
product_8844649f-2138-489b-35c9-eedefa23b636,product_8844649f-2138-489b-35c9-eedefa23b636,The New Classic - Rich Brown & Autumn Leaves,"Introducing the BijouCREATES, new Rich Brown Square bag in the Made in Freetown Collection | Series 2. This new 22” Autumn/ Winter extension to the Made in Freetown series, brings deeper and neutral toned prints & continues the designs from the original collection.

This bag is new edition of the square bag from the Made in Freetown Collection. We had to bring you more colours for even more styling options. The new classic bag is inspired on a fresh take on this traditional silhouette. It has been intricately hand-crafted using vegan leather to compose the main body and genuine Ankara print fabrics.

This print is an ode to the rich warm golden-brown tones of fall. Pair it with a warm neutral colour palette and this fan is sure to make the perfect additional accessory for all your holiday parties, and Christmas events. Another Variation of this classic, using a warm brown and orange Ankara print paired with a deep brown vegan leather. This style is a great option for a soft super wearable design that you can pair easily with so many every day. Giving it a gentler luxury feel.

Complete the look by pair this fan with one of our bags with a corresponding print for a final co-ord moment.

PRODUCT FEATURES:
•	*Crafted from Authentic African Ankara
•	High quality vegan leather.
•	Zipped closure
•	Removable shoulder strap included

MEASUREMENTS:
23cm (w) x 20cm (h) x 12cm (d)
Available in more colours with corresponding Hand-Fans

SHIPPING
Your item will be made and shipped within 1 week (excluding weekends and UK public holidays or unless otherwise stated through store notification). Once ready to be shipped, you will receive an email notification so that you know to expect your package within another approximately: UK: 1-2 working days Europe: 3-8 working days USA: 5-10 working days Rest of this beautiful world: 5-12 working days Please note that these timings are Royal Mail estimates outside of peak seasons and may vary please see courier directly for updates or further information. (www.royalmail.co.uk)",https://www.bijoucreates.co.uk/product-page/the-new-classic-rich-brown-autumn-leaves,https://i.etsystatic.com/22032131/r/il/0a615e/4283349284/il_fullxfull.4283349284_l1k3.jpg,https://i.etsystatic.com/22032131/r/il/6f1b27/4283351114/il_fullxfull.4283351114_8kbq.jpg,https://i.etsystatic.com/22032131/r/il/b2f12b/4330743641/il_fullxfull.4330743641_ejy7.jpg,https://i.etsystatic.com/22032131/r/il/c9c972/4283350030/il_fullxfull.4283350030_my2u.jpg,https://i.etsystatic.com/22032131/r/il/a139a5/4330742455/il_fullxfull.4330742455_ut1s.jpg,https://i.etsystatic.com/22032131/r/il/0933bd/4330743221/il_fullxfull.4330743221_gp99.jpg,https://i.etsystatic.com/22032131/r/il/7b6757/4330743717/il_fullxfull.4330743717_f4y4.jpg,https://i.etsystatic.com/22032131/r/il/186c95/4330745363/il_fullxfull.4330745363_5icl.jpg,https://i.etsystatic.com/22032131/r/il/61edc7/4330745427/il_fullxfull.4330745427_7v1b.jpg,https://i.etsystatic.com/22032131/r/il/8914d4/4283355018/il_fullxfull.4283355018_5n6q.jpg,38,In Stock,New,,,,,BijouCREATES,,,,,,,,Design Option,Bag ONLY;Bag & Hand-Fan Set
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_2dda0ab1-8293-ac7d-605c-06a9a9f68fdc,product_2dda0ab1-8293-ac7d-605c-06a9a9f68fdc,Hand Fan -Autumnal Leaves,"Introducing BijouCREATES Autumn Leaves luxury handmade fan in the Made in Freetown Collection | Series 2. This new 22” Autumn/ Winter extension to the Made in Freetown series. Designed to be integrated in any look from a casual daytime moment, and into the night for the new season. Keep yourself cool in style at busy events, whilst travelling, dancing through the night or whenever you’re out and about. 
This print is an ode to the rich warm golden-brown tones of fall. Pair it with a warm neutral colour palette and this fan is sure to make the perfect additional accessory for all your holiday parties, and Christmas events.
Embrace warmth, boss mood and Africana inspired glamour with these authentic print fans. Turn heads with this beautiful accessory. Fantastic for Christmas gifting ideas, party favours, wedding favours, home decor and a unique statement piece with an outfit. These are folding fans with can fit in your purse / bag perfectly once folded. Fans are made with a layered internal interfaced to create a sturdy long-lasting full circle when opened! 
Complete the look by pair this fan with one of our bags with a corresponding print for a final co-ord moment.

All fabrics are cut by hand, so the precise placement of prints will always be unique to every order. Larger order or Quantities available, please message directly for pricing and enquires.

FEATURES
Material: 100% cotton, wax print fabrics & Vegan Leather 

MEASUREMENTS: 
 Total opened length: 35 cm Folded length: 24 cm Open fan radius: 13.5 cm 
Do not machine wash, please wipe down with slightly damp cloth to clean.

SHIPPING
Your item will be made and shipped within 1 week (excluding weekends and UK public holidays or unless otherwise stated through store notification). Once ready to be shipped, you will receive an email notification so that you know to expect your package within another approximately: UK: 1-2 working days Europe: 3-8 working days USA: 5-10 working days Rest of this beautiful world: 5-12 working days Please note that these timings are Royal Mail estimates outside of peak seasons and may vary please see courier directly for updates or further information. (www.royalmail.co.uk)
SOCIALS
To see behind the scenes, keep up with the journey of the brand and learn more about BijouCREATES you can find @BijouCREATES on Instagram, Tik Tok and Facebook. I LOVE to see where my creations find homes, so please do tag @BijouCreates in your posts and stories! Please message me from any questions or enquires.",https://www.bijoucreates.co.uk/product-page/hand-fan-autumnal-leaves,https://i.etsystatic.com/22032131/r/il/f06273/4330696185/il_fullxfull.4330696185_qjol.jpg,https://i.etsystatic.com/22032131/r/il/ee9b47/4283303526/il_fullxfull.4283303526_gkm9.jpg,https://i.etsystatic.com/22032131/r/il/ad6c4d/4330696287/il_fullxfull.4330696287_9kmr.jpg,https://i.etsystatic.com/22032131/r/il/c7951f/4283303530/il_fullxfull.4283303530_41op.jpg,https://i.etsystatic.com/22032131/r/il/0b388c/4283303246/il_fullxfull.4283303246_k7gf.jpg,https://i.etsystatic.com/22032131/r/il/430190/4330696217/il_fullxfull.4330696217_ti9p.jpg,https://i.etsystatic.com/22032131/r/il/b97df9/4283305680/il_fullxfull.4283305680_ki7t.jpg,https://i.etsystatic.com/22032131/r/il/9b914a/4330698577/il_fullxfull.4330698577_eyjl.jpg,https://i.etsystatic.com/22032131/r/il/580c89/4330698251/il_fullxfull.4330698251_hn0n.jpg,,15,In Stock,New,,,,,BijouCREATES,,,,,,"<p>&nbsp;Delivery Customs and import taxes</p>

<p>Buyers are responsible for any customs and import taxes that may apply. Sellers aren't responsible for delays due to customs.</p>

<p>Returns &amp; exchanges</p>

<p>I gladly accept returns and exchanges Just contact me within: 14 days of delivery Dispatch returns back to me within: 28&nbsp;days of delivery I don't accept cancellations But please contact me if you have any problems with your order.</p>

<p>The following items can't be returned or exchanged Because of the nature of these items, unless they arrive damaged or defective, I can't accept returns for: Custom or personalised orders Perishable products (like food or flowers) Digital downloads Intimate items (for health/hygiene reasons)</p>

<p>Conditions of return</p>

<p>Buyers are responsible for return postage costs. If the item is not returned in its original condition, the buyer is responsible for any loss in value.</p>
",,,
product_91e4fc8a-5613-3629-0bef-d35e1ffa061f,product_91e4fc8a-5613-3629-0bef-d35e1ffa061f,The New Classic -Black & Modern Kente,"Introducing the BijouCREATES Modern Kente in the Made in Freetown Collection | Series 2. This new 22” Autumn/ Winter extension to the Made in Freetown series, brings deeper and neutral toned prints & continues the designs from the original collection.
This bag is new edition of the square bag from the Made in Freetown Collection. We had to bring you more colours for even more styling options. The new classic bag is inspired on a fresh take on this traditional silhouette. It has been intricately hand-crafted using vegan leather to compose the main body and genuine Ankara print fabrics.
This design showcases a modern, geometric take on the classic kente style with the beautiful contrast of the vibrant rich fabric against the leather. Get this bag for the ultimate unique items, add a special and small pop of colour any look, day- to -day, business attire or stepping out for a special event.
Complete the look by pair this fan with one of our bags with a corresponding print for a final co-ord moment.

PRODUCT FEATURES:
• *Crafted from Authentic African Ankara
• High quality vegan leather.
• Zipped closure
• Removable shoulder strap included

MEASUREMENTS:
23cm (w) x 20cm (h) x 12cm (d)
Available in more colours with corresponding Hand-Fans

SHIPPING
Your item will be made and shipped within 1 week (excluding weekends and UK public holidays or unless otherwise stated through store notification). Once ready to be shipped, you will receive an email notification so that you know to expect your package within another approximately: UK: 1-2 working days Europe: 3-8 working days USA: 5-10 working days Rest of this beautiful world: 5-12 working days Please note that these timings are Royal Mail estimates outside of peak seasons and may vary please see courier directly for updates or further information. (www.royalmail.co.uk)

SOCIALS
To see behind the scenes, keep up with the journey of the brand and learn more about BijouCREATES you can find @BijouCREATES on Instagram, Tik Tok and Facebook. I LOVE to see where my creations find homes, so please do tag @BijouCreates in your posts and stories! Please message me from any questions or enquires.",https://www.bijoucreates.co.uk/product-page/the-new-classic-black-modern-kente,https://i.etsystatic.com/22032131/r/il/9fe6c4/4283083776/il_fullxfull.4283083776_nd4p.jpg,https://i.etsystatic.com/22032131/r/il/18fab1/4330409147/il_fullxfull.4330409147_2x96.jpg,https://i.etsystatic.com/22032131/r/il/af5e39/4330408815/il_fullxfull.4330408815_279b.jpg,https://i.etsystatic.com/22032131/r/il/bde4a4/4330409927/il_fullxfull.4330409927_digx.jpg,https://i.etsystatic.com/22032131/r/il/2c6b97/4330408045/il_fullxfull.4330408045_lmu4.jpg,https://i.etsystatic.com/22032131/r/il/362eab/4283015214/il_fullxfull.4283015214_65hb.jpg,https://i.etsystatic.com/22032131/r/il/3823c9/4330459683/il_fullxfull.4330459683_axo6.jpg,https://i.etsystatic.com/22032131/r/il/2b714f/4283065514/il_fullxfull.4283065514_5xx4.jpg,https://i.etsystatic.com/22032131/r/il/87df18/4330460575/il_fullxfull.4330460575_n317.jpg,https://i.etsystatic.com/22032131/r/il/adcaa5/4283069184/il_fullxfull.4283069184_95tq.jpg,38,In Stock,New,,,,,BijouCREATES,,,,,,,,Design Option,Bag ONLY;Bag & Hand-Fan Set
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
product_5a7794b0-add6-aac2-2cd2-af37759aedde,product_5a7794b0-add6-aac2-2cd2-af37759aedde,Hand Fan - Modern Kente,"Introducing BijouCREATES luxury handmade fan in the Made in Freetown Collection | Series 2. This new 22” Autumn/ Winter extension to the Made in Freetown series. Designed to be integrated in any look from a casual daytime moment, and into the night for the new season. Keep yourself cool in style at busy events, whilst travelling, dancing through the night or whenever you’re out and about. 
We’re back with another Vibrant Kente Staple. The new Kente print fan, feature a rich print, with a modern and more geometric take on the classic kente style! Always make a statement and have a unique fashion moment with this folding hand fan. With the glittery etching on the print this makes the perfect addition for a Christmas sparkle and the Holiday Season. Also a fantastic gifting option.

Embrace warmth, boss mood and Africana inspired glamour with these authentic print fans. Turn heads with this beautiful accessory. Fantastic for Christmas gifting ideas, party favours, wedding favours, home decor and a unique statement piece with an outfit. These are folding fans with can fit in your purse / bag perfectly once folded. Fans are made with a layered internal interfaced to create a sturdy long-lasting full circle when opened! 
Complete the look by pair this fan with one of our bags with a corresponding print for a final co-ord moment.

All fabrics are cut by hand, so the precise placement of prints will always be unique to every order. Larger order or Quantities available, please message directly for pricing and enquires.

FEATURES
Material: 100% cotton, wax print fabrics & Vegan Leather 
MEASUREMENT: 
 Total opened length: 35 cm Folded length: 24 cm Open fan radius: 13.5 cm 
Do not machine wash, please wipe down with slightly damp cloth to clean.

SHIPPING
Your item will be made and shipped within 1 week (excluding weekends and UK public holidays or unless otherwise stated through store notification). Once ready to be shipped, you will receive an email notification so that you know to expect your package within another approximately: UK: 1-2 working days Europe: 3-8 working days USA: 5-10 working days Rest of this beautiful world: 5-12 working days Please note that these timings are Royal Mail estimates outside of peak seasons and may vary please see courier directly for updates or further information. (www.royalmail.co.uk)


SOCIALS
To see behind the scenes, keep up with the journey of the brand and learn more about BijouCREATES you can find @BijouCREATES on Instagram, Tik Tok and Facebook. I LOVE to see where my creations find homes, so please do tag @BijouCreates in your posts and stories! Please message me from any questions or enquires.",https://www.bijoucreates.co.uk/product-page/hand-fan-modern-kente,https://i.etsystatic.com/22032131/r/il/27e84f/4327479891/il_fullxfull.4327479891_h14f.jpg,https://i.etsystatic.com/22032131/r/il/db714a/4327479723/il_fullxfull.4327479723_6rvw.jpg,https://i.etsystatic.com/22032131/r/il/958a8f/4280082934/il_fullxfull.4280082934_37fl.jpg,https://i.etsystatic.com/22032131/r/il/0000b9/4327479911/il_fullxfull.4327479911_aqac.jpg,https://i.etsystatic.com/22032131/r/il/85e57b/4280083086/il_fullxfull.4280083086_mzg9.jpg,https://i.etsystatic.com/22032131/r/il/2fe0d9/4280083146/il_fullxfull.4280083146_3o8n.jpg,https://i.etsystatic.com/22032131/r/il/41b7fc/4327479781/il_fullxfull.4327479781_c3gg.jpg,https://i.etsystatic.com/22032131/r/il/dcf125/4280083130/il_fullxfull.4280083130_ga79.jpg,https://i.etsystatic.com/22032131/r/il/5756e8/4280088752/il_fullxfull.4280088752_t5tu.jpg,https://i.etsystatic.com/22032131/r/il/fec728/4327485507/il_fullxfull.4327485507_nniq.jpg,15,In Stock,New,,,,,BijouCREATES,,,,,,"<p>&nbsp;Delivery Customs and import taxes</p>

<p>Buyers are responsible for any customs and import taxes that may apply. Sellers aren't responsible for delays due to customs.</p>

<p>Returns &amp; exchanges</p>

<p>I gladly accept returns and exchanges Just contact me within: 14 days of delivery Dispatch returns back to me within: 28&nbsp;days of delivery I don't accept cancellations But please contact me if you have any problems with your order.</p>

<p>The following items can't be returned or exchanged Because of the nature of these items, unless they arrive damaged or defective, I can't accept returns for: Custom or personalised orders Perishable products (like food or flowers) Digital downloads Intimate items (for health/hygiene reasons)</p>

<p>Conditions of return</p>

<p>Buyers are responsible for return postage costs. If the item is not returned in its original condition, the buyer is responsible for any loss in value.</p>
",,,
product_6fb33749-b62b-4967-f5b7-9059bbd5b401,product_6fb33749-b62b-4967-f5b7-9059bbd5b401,The New Classic - Grey & Geometric Print,"Introducing the BijouCREATES in the Made in Freetown Collection | Series 2. This new 22” Autumn/ Winter extension to the Made in Freetown series, brings deeper and neutral toned prints & continues the designs from the original collection.
This bag is new edition of the square bag from the Made in Freetown Collection in Grey. We had to bring you more colours for even more styling options. The new classic bag is inspired on a fresh take on this traditional silhouette. It has been intricately hand-crafted using grey vegan leather to compose the main body and genuine black and white Ankara print detailing on the exterior and interior lining of the bag.
For the grey addition in the Series 2 range of the collection, I wanted to develop a very clean and modern interpretation of this style through the print and leather combination version of this design. This more colour neutral design also great to use in formal, daytime & work environments for a super clean & modern aesthetic.
Complete the look by pair this fan with one of our bags with a corresponding print for a final co-ord moment.

PRODUCT FEATURES:
•	Crafted from Authentic African Ankara 
•	High quality vegan leather.
•	Zipped closure
•	Removable shoulder strap included

MEASUREMENTS:
  23cm (w) x 20cm (h) x 12cm (d)
 Available in more colours with corresponding Hand-Fans

SHIPPING
Your item will be made and shipped within 1 week (excluding weekends and UK public holidays or unless otherwise stated through store notification). Once ready to be shipped, you will receive an email notification so that you know to expect your package within another approximately: UK: 1-2 working days Europe: 3-8 working days USA: 5-10 working days Rest of this beautiful world: 5-12 working days Please note that these timings are Royal Mail estimates outside of peak seasons and may vary please see courier directly for updates or further information. (www.royalmail.co.uk)

SOCIALS
To see behind the scenes, keep up with the journey of the brand and learn more about BijouCREATES you can find @BijouCREATES on Instagram, Tik Tok and Facebook. I LOVE to see where my creations find homes, so please do tag @BijouCreates in your posts and stories! Please message me from any questions or enquires.",https://www.bijoucreates.co.uk/product-page/the-new-classic-grey-geometric-print,https://i.etsystatic.com/22032131/r/il/2e7ac7/4327581109/il_fullxfull.4327581109_1k4v.jpg,https://i.etsystatic.com/22032131/r/il/b5e800/4327579419/il_fullxfull.4327579419_i67c.jpg,https://i.etsystatic.com/22032131/r/il/d1d422/4327581147/il_fullxfull.4327581147_h4t5.jpg,https://i.etsystatic.com/22032131/r/il/512d45/4280184442/il_fullxfull.4280184442_2czp.jpg,https://i.etsystatic.com/22032131/r/il/1dae81/4280184472/il_fullxfull.4280184472_btxf.jpg,https://i.etsystatic.com/22032131/r/il/234061/4280181350/il_fullxfull.4280181350_bj83.jpg,https://i.etsystatic.com/22032131/r/il/ff5f8e/4327581125/il_fullxfull.4327581125_ihll.jpg,https://i.etsystatic.com/22032131/r/il/ebadbf/4280184462/il_fullxfull.4280184462_seb9.jpg,https://i.etsystatic.com/22032131/r/il/359439/4327582367/il_fullxfull.4327582367_p8kf.jpg,https://i.etsystatic.com/22032131/r/il/8b3984/4280185806/il_fullxfull.4280185806_pz8c.jpg,38,In Stock,New,,,,,BijouCREATES,,,,,,,,Design Option,Bag ONLY;Bag & Hand-Fan Set
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bag & Hand-Fan Set
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bag ONLY
product_61377a7f-a817-f59c-33e2-459c960e2e44,product_61377a7f-a817-f59c-33e2-459c960e2e44,Hand Fan - Black & White Geometric,"<p><span><span><span><span>Introducing BijouCREATES luxury handmade fan in the Made in Freetown Collection | Series 2. This new 22� Autumn/ Winter extension to the Made in Freetown series. Designed to be integrated in any look from a casual daytime moment, and into the night for the new season. Keep yourself cool in style at busy events, whilst travelling, dancing through the night or whenever you�re out and about. </span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span>We�re back with another Vibrant Kente Staple. The new Kente print fan, feature a rich print, with a modern and more geometric take on the classic kente style! Always make a statement and have a unique fashion moment with this folding hand fan. With the glittery etching on the print this makes the perfect addition for a Christmas sparkle and the Holiday Season. Also a fantastic gifting option.</span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span>Embrace warmth, boss mood and Africana inspired glamour with these authentic print fans. Turn heads with this beautiful accessory. Fantastic for Christmas gifting ideas, party favours, wedding favours, home decor and a unique statement piece with an outfit. These are folding fans with can fit in your purse / bag perfectly once folded. Fans are made with a layered internal interfaced to create a sturdy long-lasting full circle when opened! </span></span></span></span></p><p><span><span><span><span>Complete the look by pair this fan with one of our bags with a corresponding print for a final co-ord moment.</span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span>All fabrics are cut by hand, so the precise placement of prints will always be unique to every order. Larger order or Quantities available, please message directly for pricing and enquires.</span></span></span></span></p><p>&nbsp;</p><p><em><strong><span><span><span><span>FEATURES</span></span></span></span></strong></em></p><p><span><span><span><span>Material: 100% cotton, wax print fabrics &amp; Vegan Leather </span></span></span></span></p><p>&nbsp;</p><p><em><strong><span><span><span><span>MEASUREMENT: </span></span></span></span></strong></em></p><p><span><span><span><span>Total opened length: 35 cm Folded length: 24 cm Open fan radius: 13.5 cm </span></span></span></span></p><p><span><span><span><span>Do not machine wash, please wipe down with slightly damp cloth to clean.</span></span></span></span></p><p>&nbsp;</p><p><em><strong><span><span><span><span>SHIPPING</span></span></span></span></strong></em></p><p><span><span><span><span>Your item will be made and shipped within 1 week (excluding weekends and UK public holidays or unless otherwise stated through store notification). Once ready to be shipped, you will receive an email notification so that you know to expect your package within another approximately: UK: 1-2 working days Europe: 3-8 working days USA: 5-10 working days Rest of this beautiful world: 5-12 working days Please note that these timings are Royal Mail estimates outside of peak seasons and may vary please see courier directly for updates or further information. (www.royalmail.co.uk)</span></span></span></span></p><p>&nbsp;</p><p><em><strong><span><span><span><span>SOCIALS</span></span></span></span></strong></em></p><p><span><span><span><span>To see behind the scenes, keep up with the journey of the brand and learn more about BijouCREATES you can find @BijouCREATES on Instagram, Tik Tok and Facebook. I LOVE to see where my creations find homes, so please do tag @BijouCreates in your posts and stories! Please message me from any questions or enquires.</span></span></span></span></p><p>&nbsp;</p>",https://www.bijoucreates.co.uk/product-page/hand-fan-black-white-geometric,https://www.bijoucreates.co.uk/product-page/hand-fan-black-white-geometric,,,,,,,,,,15,In Stock,New,,,,,BijouCREATES,,,,,,"<p>&nbsp;Delivery Customs and import taxes</p>

<p>Buyers are responsible for any customs and import taxes that may apply. Sellers aren't responsible for delays due to customs.</p>

<p>Returns &amp; exchanges</p>

<p>I gladly accept returns and exchanges Just contact me within: 14 days of delivery Dispatch returns back to me within: 28&nbsp;days of delivery I don't accept cancellations But please contact me if you have any problems with your order.</p>

<p>The following items can't be returned or exchanged Because of the nature of these items, unless they arrive damaged or defective, I can't accept returns for: Custom or personalised orders Perishable products (like food or flowers) Digital downloads Intimate items (for health/hygiene reasons)</p>

<p>Conditions of return</p>

<p>Buyers are responsible for return postage costs. If the item is not returned in its original condition, the buyer is responsible for any loss in value.</p>
",,,
product_5934420f-a831-27e6-7b9f-95bf714ab33d,product_5934420f-a831-27e6-7b9f-95bf714ab33d,Drawstring Backpack - Blue Kente,"Get Ready for life on the go with the Full Print drawstring Backpack.
These simple and useable backs are great easy storage for day trips, gyms days or general everyday life. Add a pop of colour to any simple look.
 
This bag is made using high quality authentic Ankara and African wax print fabrics. It is double lined throughout and internally with black felt to give it a sturdy feel and add long-term durability for use days and days on end.
.
.
.
PRODUCT DIMENSIONS
 
42 cm (base length) x 40cm (Height) unpulled dimensions",https://www.bijoucreates.co.uk/product-page/drawstring-backpack-blue-kente,https://www.bijoucreates.co.uk/product-page/drawstring-backpack-blue-kente,,,,,,,,,,25,In Stock,New,,,,,BijouCREATES,,,,,,,,,
product_0f1dfd72-7937-27e0-5c25-09e2232dea82,product_0f1dfd72-7937-27e0-5c25-09e2232dea82,Hand Fan- Blue Kente,"Introducing BijouCREATES luxury handmade fan&nbsp;for the Made in Freetown Collection. Embrace summer, boss mood and African inspired glamour with these authentic print fans. Turn heads with this beautiful accessory. Fantastic for gifts, home decor and a statement piece with an outfit. Fits into your purse perfectly once folded, and is crisp and interfaced to create a sturdy long-lasting and wonderfully unique item.&nbsp;Pair this&nbsp;fans with one of our bags from the African Heat Series&nbsp;&nbsp;for a stunning co-ord show stopping look!&nbsp;</p><p>&nbsp;</p><p>All fabrics are cut by hand, so the precise placement of prints will always be unique to every order.</p><p>&nbsp;</p><p>FEATURES</p><p>Material: 100% cotton, wax print fabrics &amp; Vegan Leather Measurements: Total opened length: 35 cm Folded length : 24 cm Open fan radius: 13.5 cm Do not machine wash, please wipe down with slightly damp cloth to clean.</p><p>&nbsp;</p><p>SHIPPING</p><p>Your item will be made within 1 week (excluding weekends and UK public holidays). Once ready to be shipped, you will receive an email notification so that you know to expect your package within another approximately: UK: 1-2 working days Europe: 3-8 working days USA: 5-10 working days Rest of this beautiful world: 5-12 working days Please note that these timings are Royal Mail estimates outside of peak seasons. All orders are neatly wrapped in white tissue paper and a wax print ribbon. Gift wrapping is also available at checkout</p><p>&nbsp;</p><p>SOCIALS</p><p>To see behind the scenes and learn more about BijouCREATES you can find @BijouCREATES on Instagram, Tiki's Tok and Facebook. I also LOVE to see where my creations find homes, so please do tag @BijouCreates in your posts and stories! Please message me from any questions or enquires.</p>",https://www.bijoucreates.co.uk/product-page/hand-fan-blue-kente,https://www.bijoucreates.co.uk/product-page/hand-fan-blue-kente,,,,,,,,,,15,In Stock,New,,,,,BijouCREATES,,,,,,"<p>&nbsp;Delivery Customs and import taxes</p>

<p>Buyers are responsible for any customs and import taxes that may apply. Sellers aren't responsible for delays due to customs.</p>

<p>Returns &amp; exchanges</p>

<p>I gladly accept returns and exchanges Just contact me within: 14 days of delivery Dispatch returns back to me within: 28&nbsp;days of delivery I don't accept cancellations But please contact me if you have any problems with your order.</p>

<p>The following items can't be returned or exchanged Because of the nature of these items, unless they arrive damaged or defective, I can't accept returns for: Custom or personalised orders Perishable products (like food or flowers) Digital downloads Intimate items (for health/hygiene reasons)</p>

<p>Conditions of return</p>

<p>Buyers are responsible for return postage costs. If the item is not returned in its original condition, the buyer is responsible for any loss in value.</p>
",,,
product_e944abc6-1304-84b9-fee2-19ceb876735f,product_e944abc6-1304-84b9-fee2-19ceb876735f,Drawstring Backpack - Leather and Black and White Ankara,<p><span><span><span><span>This stylish backpack is perfect for day trips or weekend getaways. With the Black vegan leather this bag has a heavier weight feel than the full printed backpacks. More muted designs are great for a unisex modern style with the Ankara corner details. </span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span>This Backpack has a luxurious soft black satin internal lining and a great size for storage.</span></span></span></span></p><p>&nbsp;</p><p><span><span><span><span>PRODUCT DIMENSIONS: </span></span></span></span></p><p><span><span><span><span>40cm (base length) x 47 cm (Full length height) </span></span></span></span></p><p><span><span><span><span>Detachable and adjustable straps. </span></span></span></span></p>,https://www.bijoucreates.co.uk/product-page/drawstring-backpack-leather-and-black-and-white-ankara,https://www.bijoucreates.co.uk/product-page/drawstring-backpack-leather-and-black-and-white-ankara,,,,,,,,,,28,In Stock,New,,,,,BijouCREATES,,,,,,,,,
